Ticker,Volatilité,Beta
AIR.PA,0.3348833062042558,1.1342864887479314
BNP.PA,0.35005087894233156,1.4158084909632018
MC.PA,0.27333346837760164,1.0966121723327662
OR.PA,0.21693702978521429,0.7711273574398252
SAN.PA,0.2196908277716456,0.6677362822034287
^FCHI,0.1966365071725045,
